RegionCode,Region/CityName,CountryName,CountryCode,ProductID,ProductName,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
R199,Ecuador,Cuenca,EC,2502,Possession of Hi-Fi Stereo,% of hh,,,,,,55,,,,,,,,,,,,,,,
R202,Ecuador,Quito,EC,2502,Possession of Hi-Fi Stereo,% of hh,,,,,,55,,,,,,,,,,,,,,,
R204,Ecuador,Resto Sierra,EC,2502,Possession of Hi-Fi Stereo,% of hh,,,,,,55,,,,,,,,,,,,,,,
EG,Egypt,Total,EG,2503,Possession of Microwave Oven,% of hh,,,,,,,,,,,,3,,3,,,,,,,
EG,Egypt,Total,EG,2513,Possession of Vacuum Cleaner,% of hh,,,,,,13,,,,15,,19,,21,,,,,,,
EG,Egypt,Total,EG,59927,Possession of Internet Enabled Computer,% of hh,,,,,,,,,,,,8,,12,,,,,,,
EG,Egypt,Total,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,85,,,74,,,,,,,,,,,,
EG,Egypt,Total,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,8,,,,,,,,,,,,
EG,Egypt,Total,EG,2499,Possession of Colour TV Set,% of hh,,,,,,78,,,88,,,,,,,,,,,,
EG,Egypt,Total,EG,2511,Possession of Telephone,% of hh,,,,,,53,,,50,,,,,,,,,,,,
EG,Egypt,Total,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,25,,,41,,,,,,,,,,,,
EG,Egypt,Total,EG,12987,Possession of Satellite TV System,% of hh,,,,,,15,,,70,,,,,,,,,,,,
EG,Egypt,Total,EG,2506,Possession of Personal Computer,% of hh,,,,,,11,,,14,,,,,,,,,,,,
EG,Egypt,Total,EG,2494,Possession of Air Conditioner,% of hh,,,,,,4,,,4,,,,,,,,,,,,
EG,Egypt,Total,EG,2508,Possession of Refrigerator,% of hh,,,,,,86,,,91,,,,,,,,,,,,
EG,Egypt,Total,EG,2501,Possession of Freezer,% of hh,,,,,,6,,,4,,,,,,,,,,,,
EG,Egypt,Total,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,2,,,,,,,,,,,,
EG,Egypt,Total,EG,2516,Possession of Washing Machine,% of hh,,,,,,92,,,94,,,,,,,,,,,,
EG,Egypt,Total,EG,2495,Possession of Bicycle,% of hh,,,,,,15,,,10,,,,,,,,,,,,
EG,Egypt,Total,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
EG,Egypt,Total,EG,2505,Possession of Passenger Car,% of hh,,,,,,7,,,8,,,,,,,,,,,,
EG,Egypt,Total,EG,12982,Possession of Cooker,% of hh,,,,,,96,,,,,,,,,,,,,,,
R210,Egypt,Cairo,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,91,,,82,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,91,,,82,,,,,,,,,,,,
R225,Egypt,Port Said,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,91,,,82,,,,,,,,,,,,
R230,Egypt,Suez,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,91,,,82,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,7,,,4,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,7,,,4,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,7,,,4,,,,,,,,,,,,
R230,Egypt,Suez,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,7,,,4,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2499,Possession of Colour TV Set,% of hh,,,,,,93,,,94,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2499,Possession of Colour TV Set,% of hh,,,,,,93,,,94,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2499,Possession of Colour TV Set,% of hh,,,,,,93,,,94,,,,,,,,,,,,
R230,Egypt,Suez,EG,2499,Possession of Colour TV Set,% of hh,,,,,,93,,,94,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2511,Possession of Telephone,% of hh,,,,,,75,,,62,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2511,Possession of Telephone,% of hh,,,,,,75,,,62,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2511,Possession of Telephone,% of hh,,,,,,75,,,62,,,,,,,,,,,,
R230,Egypt,Suez,EG,2511,Possession of Telephone,% of hh,,,,,,75,,,62,,,,,,,,,,,,
R210,Egypt,Cairo,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,47,,,55,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,47,,,55,,,,,,,,,,,,
R225,Egypt,Port Said,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,47,,,55,,,,,,,,,,,,
R230,Egypt,Suez,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,47,,,55,,,,,,,,,,,,
R210,Egypt,Cairo,EG,12987,Possession of Satellite TV System,% of hh,,,,,,28,,,78,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,12987,Possession of Satellite TV System,% of hh,,,,,,28,,,78,,,,,,,,,,,,
R225,Egypt,Port Said,EG,12987,Possession of Satellite TV System,% of hh,,,,,,28,,,78,,,,,,,,,,,,
R230,Egypt,Suez,EG,12987,Possession of Satellite TV System,% of hh,,,,,,28,,,78,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2506,Possession of Personal Computer,% of hh,,,,,,24,,,25,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2506,Possession of Personal Computer,% of hh,,,,,,24,,,25,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2506,Possession of Personal Computer,% of hh,,,,,,24,,,25,,,,,,,,,,,,
R230,Egypt,Suez,EG,2506,Possession of Personal Computer,% of hh,,,,,,24,,,25,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2494,Possession of Air Conditioner,% of hh,,,,,,9,,,10,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2494,Possession of Air Conditioner,% of hh,,,,,,9,,,10,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2494,Possession of Air Conditioner,% of hh,,,,,,9,,,10,,,,,,,,,,,,
R230,Egypt,Suez,EG,2494,Possession of Air Conditioner,% of hh,,,,,,9,,,10,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2508,Possession of Refrigerator,% of hh,,,,,,96,,,97,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2508,Possession of Refrigerator,% of hh,,,,,,96,,,97,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2508,Possession of Refrigerator,% of hh,,,,,,96,,,97,,,,,,,,,,,,
R230,Egypt,Suez,EG,2508,Possession of Refrigerator,% of hh,,,,,,96,,,97,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2501,Possession of Freezer,% of hh,,,,,,14,,,8,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2501,Possession of Freezer,% of hh,,,,,,14,,,8,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2501,Possession of Freezer,% of hh,,,,,,14,,,8,,,,,,,,,,,,
R230,Egypt,Suez,EG,2501,Possession of Freezer,% of hh,,,,,,14,,,8,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2500,Possession of Dishwasher,% of hh,,,,,,4,,,5,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2500,Possession of Dishwasher,% of hh,,,,,,4,,,5,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2500,Possession of Dishwasher,% of hh,,,,,,4,,,5,,,,,,,,,,,,
R230,Egypt,Suez,EG,2500,Possession of Dishwasher,% of hh,,,,,,4,,,5,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2516,Possession of Washing Machine,% of hh,,,,,,97,,,97,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2516,Possession of Washing Machine,% of hh,,,,,,97,,,97,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2516,Possession of Washing Machine,% of hh,,,,,,97,,,97,,,,,,,,,,,,
R230,Egypt,Suez,EG,2516,Possession of Washing Machine,% of hh,,,,,,97,,,97,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2495,Possession of Bicycle,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2495,Possession of Bicycle,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2495,Possession of Bicycle,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R230,Egypt,Suez,EG,2495,Possession of Bicycle,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,1,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,1,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,1,,,,,,,,,,,,
R230,Egypt,Suez,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,1,,,,,,,,,,,,
R210,Egypt,Cairo,EG,2505,Possession of Passenger Car,% of hh,,,,,,14,,,15,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,2505,Possession of Passenger Car,% of hh,,,,,,14,,,15,,,,,,,,,,,,
R225,Egypt,Port Said,EG,2505,Possession of Passenger Car,% of hh,,,,,,14,,,15,,,,,,,,,,,,
R230,Egypt,Suez,EG,2505,Possession of Passenger Car,% of hh,,,,,,14,,,15,,,,,,,,,,,,
R210,Egypt,Cairo,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R205,Egypt,Alexsandria,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R225,Egypt,Port Said,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R230,Egypt,Suez,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R212,Egypt,Damietta,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R208,Egypt,Behera,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,88,,,78,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R208,Egypt,Behera,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2496,Possession of Black and White TV Set,% of hh,,,,,,19,,,6,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R208,Egypt,Behera,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2499,Possession of Colour TV Set,% of hh,,,,,,79,,,92,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R208,Egypt,Behera,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2511,Possession of Telephone,% of hh,,,,,,48,,,46,,,,,,,,,,,,
R212,Egypt,Damietta,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R208,Egypt,Behera,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,68800,Possession of Mobile Telephone,% of hh,,,,,,20,,,32,,,,,,,,,,,,
R212,Egypt,Damietta,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R208,Egypt,Behera,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,12987,Possession of Satellite TV System,% of hh,,,,,,12,,,75,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R208,Egypt,Behera,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2506,Possession of Personal Computer,% of hh,,,,,,7,,,10,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R208,Egypt,Behera,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2494,Possession of Air Conditioner,% of hh,,,,,,2,,,2,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R208,Egypt,Behera,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2508,Possession of Refrigerator,% of hh,,,,,,89,,,96,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R208,Egypt,Behera,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2501,Possession of Freezer,% of hh,,,,,,5,,,2,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R208,Egypt,Behera,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2500,Possession of Dishwasher,% of hh,,,,,,1,,,1,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R208,Egypt,Behera,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2516,Possession of Washing Machine,% of hh,,,,,,95,,,97,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R208,Egypt,Behera,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2495,Possession of Bicycle,% of hh,,,,,,17,,,11,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R208,Egypt,Behera,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2504,Possession of Motorcycle,% of hh,,,,,,2,,,3,,,,,,,,,,,,
R212,Egypt,Damietta,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R208,Egypt,Behera,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,2505,Possession of Passenger Car,% of hh,,,,,,5,,,5,,,,,,,,,,,,
R212,Egypt,Damietta,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R211,Egypt,Dakahlia,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R228,Egypt,Sharkia,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R219,Egypt,Kalyoubia,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R218,Egypt,Kafr El Sheikh,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R215,Egypt,Gharbia,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R223,Egypt,Menoufia,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R208,Egypt,Behera,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R217,Egypt,Ismailia,EG,12982,Possession of Cooker,% of hh,,,,,,99,,,,,,,,,,,,,,,
R216,Egypt,Giza,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,78,,,62,,,,,,,,,,,,
R209,Egypt,Beni-Suef,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,78,,,62,,,,,,,,,,,,
R214,Egypt,Fayoum,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,78,,,62,,,,,,,,,,,,
R222,Egypt,Menia,EG,12981,Possession of Cassette/Radio Player,% of hh,,,,,,78,,,62,,,,,,,,,,,,
